data id_info,nation,region,name,operationTime,expense,infoTitle,infoContent,information,map_url,popurality,rating
11,China,Xi'an,Ancient City Wall,,,,,국제 전화번호: +86 28 8556 8847,https://www.google.com/maps/place/?q=place_id:ChIJkbIeAoh6YzYR1Ej2JoWm1EA,250,4.6
12,China,Xi'an,Xi'an Wall Yongningmen （North Gate）,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ3Th01Hx6YzYRQI-0r_IB7pQ,203,4.6
13,China,Xi'an,Tang Paradise,"월, 화, 수, 목, 금, 토, 일: 09:00~22:00",,,,국제 전화번호: +86 29 8559 9071 웹사이트: http://www.tangparadise.cn/,https://www.google.com/maps/place/?q=place_id:ChIJG4KcOUFwYzYRxKgvrcAbPBI,194,4.3
14,China,Xi'an,Shaanxi Xi'an Botanical Garden,,,,,국제 전화번호: +86 29 8524 5058 웹사이트: http://www.xazwy.com/,https://www.google.com/maps/place/?q=place_id:ChIJuT7br1BwYzYRabJ9Vt6L3Vs,181,4.4
15,China,Xi'an,Xi'an Museum,"월, 수, 목, 금, 토, 일: 09:00~17:00; 화: 휴무",,,,국제 전화번호: +86 29 8780 3591 웹사이트: http://www.xabwy.com/,https://www.google.com/maps/place/?q=place_id:ChIJXVVWnIRwYzYR6dmS_KAYg2U,118,4.5
16,China,Xi'an,Zhuquemen,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ9QcvkXp6YzYRlvFuZ7OxXXg,97,4.5
17,China,Xi'an,Daming Palace National Heritage Park,,,,,국제 전화번호: +86 29 8220 0808 웹사이트: http://www.dmgpark.com/,https://www.google.com/maps/place/?q=place_id:ChIJlSDJSRx7YzYRkSXwvmhWVhw,97,3.9
18,China,Xi'an,Yongxingfang,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJL078Yul6YzYR2ycYo3U1k5E,92,4.3
19,China,Xi'an,Huashan Mountain West Peak Lotus Peak,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJAbcGo4JuezYRg0cPKPwS2-A,84,4.8
20,China,Xi'an,Qinglong Temple,,,,,국제 전화번호: +86 29 8552 1498,https://www.google.com/maps/place/?q=place_id:ChIJD4ZpqQdwYzYRpT5KDNOktSo,77,4.3
21,China,Xi'an,Big Wild Goose Pagoda （South Gate）,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJiQpNkEJwYzYRLeDZlSPJc90,71,4.4
22,China,Xi'an,Xingqinggong Park,,,,,국제 전화번호: +86 29 8248 7345,https://www.google.com/maps/place/?q=place_id:ChIJC-qDMbl6YzYRUyKzjp-3LDM,69,4.6
23,China,Xi'an,Beiyuanmen,,,,,웹사이트: https://www.gpsmycity.com/attractions/muslim-street-(bei-yuan-men)-21143.html,https://www.google.com/maps/place/?q=place_id:ChIJr5vV5F16YzYRhfUWQetVKlU,59,4.3
24,China,Xi'an,Xi'an Wall Changle Gate,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJJyQdK-t6YzYRt_sn3iiLGMA,58,4.7
25,China,Xi'an,Banpo,,,,,국제 전화번호: +86 29 8351 2807 웹사이트: http://www.bpmuseum.com/,https://www.google.com/maps/place/?q=place_id:ChIJqQs9q1ZkYzYR01-DeP3bp6c,49,4.3
26,China,Xi'an,清真大寺,,,,,국제 전화번호: +86 29 8727 2541,https://www.google.com/maps/place/?q=place_id:ChIJSZAqEWd6YzYRiTrcxaEt2Cg,46,4.6
27,China,Xi'an,Xi'an City Wall Wen Chang Gate,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJy1ZYY4h6YzYRf4mj9gc0m58,36,4.8
28,China,Xi'an,Qinshihuang Diling Museum Lishanyuan,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJmYNjmcCgZDYRqUHO8-A-ZSk,36,4.1
29,China,Xi'an,Huaqinggong Relic Site,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJw8vQmIxfYzYR26z7z9f4ekw,32,4.3
