data id_info,nation,region,name,operationTime,expense,infoTitle,infoContent,information,map_url,popurality,rating
23,Japan,Kyoto,센본토리이,"월, 화, 수, 목, 금, 토, 일: 24시간 영업",,,,국제전화번호: +81 75-641-7331 홈페이지: http://inari.jp/trip/map01/,https://www.google.com/maps/place/?q=place_id:ChIJGVpMOBQPAWARF96_WA-XIl0,8744,4.6
24,Japan,Kyoto,도에이 우즈마사영화촌,"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 5:00",,,,국제전화번호: +81 75-864-7716 홈페이지: https://www.toei-eigamura.com/,https://www.google.com/maps/place/?q=place_id:ChIJufvfOHEHAWARZ5Yd1oEIuis,8664,4
25,Japan,Kyoto,사무라이 & 닌자 뮤지엄,"월, 화, 수, 목, 금, 토, 일: 오전 9:30 ~ 오후 6:30",,,,국제전화번호: +81 75-585-5410 홈페이지: https://mai-ko.com/samurai/,https://www.google.com/maps/place/?q=place_id:ChIJlw9RTjUJAWARdy4b2T6Zt-M,8320,4.7
26,Japan,Kyoto,고다이지,"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 5:00",,,,국제전화번호: +81 75-561-9966 홈페이지: https://www.kodaiji.com/,https://www.google.com/maps/place/?q=place_id:ChIJuU17z9oIAWARgMhsX3kqUSQ,8176,4.4
27,Japan,Kyoto,가야부키노사토,"월, 화, 수, 목, 금, 토, 일: 24시간 영업",,,,국제전화번호: +81 771-77-0660 홈페이지: https://www.kayabukinosato.jp/,https://www.google.com/maps/place/?q=place_id:ChIJj6DuIB_LAWARQYPR92HLa-Q,8115,4.3
28,Japan,Kyoto,니넨자카,"월, 화, 수, 목, 금, 토, 일: 24시간 영업",,,, 홈페이지: http://www.2nenzaka.ne.jp/,https://www.google.com/maps/place/?q=place_id:ChIJlwyrGNAIAWARNb5hUHdZruY,7702,4.4
29,Japan,Kyoto,교토고엔,"월, 화, 수, 목, 금, 토, 일: 24시간 영업",,,,국제전화번호: +81 75-211-6348 홈페이지: https://kyotogyoen.go.jp/,https://www.google.com/maps/place/?q=place_id:ChIJHV-OFHsIAWARVQlhBBl6ix8,7695,4.5
30,Japan,Kyoto,가모와케이카즈치 신사,"월, 화, 수, 목, 금, 토, 일: 오전 5:30 ~ 오후 5:00",,,,국제전화번호: +81 75-781-0011 홈페이지: https://www.kamigamojinja.jp/,https://www.google.com/maps/place/?q=place_id:ChIJceHc0AmoAWARLsqeCrglA1o,7500,4.5
31,Japan,Kyoto,교토 국립박물관,"월: 휴무; 화, 수, 목, 토, 일: 오전 9:30 ~ 오후 5:00; 금: 오전 9:30 ~ 오후 8:00",,,,국제전화번호: +81 75-525-2473 홈페이지: https://www.kyohaku.go.jp/,https://www.google.com/maps/place/?q=place_id:ChIJt1kBRcoIAWAR00msugECEYw,6920,4.3
32,Japan,Kyoto,닌나지,"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 5:00",,,,국제전화번호: +81 75-461-1155 홈페이지: https://ninnaji.jp/,https://www.google.com/maps/place/?q=place_id:ChIJh1Gu838HAWARQ7d7NyfdG-o,6634,4.4
33,Japan,Kyoto,교토시 동물원,"월: 휴무; 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 5:00",,,,국제전화번호: +81 75-771-0210 홈페이지: http://www5.city.kyoto.jp/zoo/,https://www.google.com/maps/place/?q=place_id:ChIJq6pu55kIAWARQ3ZD7X7znKQ,6372,4.2
34,Japan,Kyoto,교토부립식물원,"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 5:00",,,,국제전화번호: +81 75-701-0141 홈페이지: http://www.pref.kyoto.jp/plant/,https://www.google.com/maps/place/?q=place_id:ChIJ1e95GRsIAWARxYokwoFuups,5947,4.4
35,Japan,Kyoto,교토국제 만화 박물관,"월, 화, 목, 금, 토, 일: 오전 10:00 ~ 오후 5:00; 수: 휴무",,,,국제전화번호: +81 75-254-7414 홈페이지: https://kyotomm.jp/,https://www.google.com/maps/place/?q=place_id:ChIJh1qJf4YIAWARTAOFMHrSHvI,5922,4.2
36,Japan,Kyoto,마루야마 공원 (원산 공원),"월, 화, 수, 목, 금, 토, 일: 24시간 영업",,,,국제전화번호: +81 75-561-1778 홈페이지: https://kyoto-maruyama-park.jp/,https://www.google.com/maps/place/?q=place_id:ChIJm6JortwIAWARS811J4oNJus,5631,4.3
37,Japan,Kyoto,Arashiyama,알 수 없음,,,, ,https://www.google.com/maps/place/?q=place_id:ChIJ49PvUVQHAWARTAF7WU_Wqqs,5359,4.5
38,Japan,Kyoto,교토시교세라미술관,"월: 휴무; 화, 수, 목, 금, 토, 일: 오전 10:00 ~ 오후 6:00",,,,국제전화번호: +81 75-771-4334 홈페이지: http://kyotocity-kyocera.museum/,https://www.google.com/maps/place/?q=place_id:ChIJU6AVkuYIAWARWKx8NeUp25E,5087,4.3
39,Japan,Kyoto,다이고지 (제호사),"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 5:00",,,,국제전화번호: +81 75-571-0002 홈페이지: https://www.daigoji.or.jp/?utm_source=googlemybusiness&utm_medium=cpv&utm_campaign=20190601,https://www.google.com/maps/place/?q=place_id:ChIJuXbdnQ0OAWAROvtsCwR08pA,4843,4.3
40,Japan,Kyoto,교토 문화박물관,"월: 휴무; 화, 수, 목, 금, 토, 일: 오전 10:00 ~ 오후 7:30",,,,국제전화번호: +81 75-222-0888 홈페이지: http://www.bunpaku.or.jp/,https://www.google.com/maps/place/?q=place_id:ChIJx93g5I8IAWARL7ntGdH8j4w,4421,4.1
41,Japan,Kyoto,교토타워빌딩,"월, 화, 수, 목, 금, 토, 일: 오전 10:00 ~ 오후 9:00",,,,국제전화번호: +81 75-361-3215 홈페이지: https://www.kyoto-tower.jp/,https://www.google.com/maps/place/?q=place_id:ChIJq9zeJaMJAWARdZn9NuuvUxo,3870,4.1
42,Japan,Kyoto,아라시야마 공원,"월, 화, 수, 목, 금, 토, 일: 24시간 영업",,,,국제전화번호: +81 75-701-0101 홈페이지: http://www.pref.kyoto.jp/koen-annai/ara.html,https://www.google.com/maps/place/?q=place_id:ChIJMQPVHVUHAWARQ_wQnypx9LQ,3850,4.3
43,Japan,Kyoto,월계관 사케 박물관,"월, 화, 수, 목, 금, 토, 일: 오전 9:30 ~ 오후 4:30",,,,국제전화번호: +81 75-623-2056 홈페이지: https://www.gekkeikan.co.jp/enjoy/museum/,https://www.google.com/maps/place/?q=place_id:ChIJLZRyoJIPAWAR0xnG_CrMzn4,3839,4.2
44,Japan,Kyoto,법관사(야사카의 탑),"월, 화, 수, 목, 금: 휴무; 토, 일: 오전 10:00 ~ 오후 3:00",,,,국제전화번호: +81 75-551-2417 ,https://www.google.com/maps/place/?q=place_id:ChIJIcT4YMUIAWARSTUi4EEky7E,3550,4.5
45,Japan,Kyoto,교토국립근대미술관,"월: 휴무; 화, 수, 목, 금, 토, 일: 오전 10:00 ~ 오후 6:00",,,,국제전화번호: +81 75-761-4111 홈페이지: https://www.momak.go.jp/,https://www.google.com/maps/place/?q=place_id:ChIJ187BbeYIAWARFtc1KdlA0UE,3451,4.1
46,Japan,Kyoto,정법사(육각당),"월, 화, 수, 목, 금, 토, 일: 오전 6:00 ~ 오후 5:00",,,,국제전화번호: +81 75-221-2686 홈페이지: http://www.ikenobo.jp/rokkakudo,https://www.google.com/maps/place/?q=place_id:ChIJS4iqNYUIAWARyFYH6TVLWsU,3371,4.3
47,Japan,Kyoto,본능사(혼노지),"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 4:30",,,,국제전화번호: +81 75-231-5335 홈페이지: http://www.kyoto-honnouji.jp/,https://www.google.com/maps/place/?q=place_id:ChIJAR2bZpIIAWAR5joJ9NbWjR4,3081,4
48,Japan,Kyoto,케아게 인클라인,"월, 화, 수, 목, 금, 토, 일: 24시간 영업",,,,국제전화번호: +81 75-761-3171 홈페이지: http://www.city.kyoto.lg.jp/suido/page/0000007477.html,https://www.google.com/maps/place/?q=place_id:ChIJC8aMRicJAWAREuzCGUXZ_zY,2676,4.4
49,Japan,Kyoto,니시쿄고쿠 종합운동공원,"월, 화, 수, 목, 금, 토, 일: 오전 8:00 ~ 오후 10:00",,,,국제전화번호: +81 75-313-9131 홈페이지: http://www.city.kyoto.lg.jp/kensetu/page/0000082741.html,https://www.google.com/maps/place/?q=place_id:ChIJnS1qTFUGAWARdGPylzpx8M0,2438,3.9
50,Japan,Kyoto,쇼세이엔,"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 5:00",,,, 홈페이지: https://www.higashihonganji.or.jp/about/guide/shoseien/,https://www.google.com/maps/place/?q=place_id:ChIJ0YDNkboIAWARNjCEax81LBo,2342,4.2
51,Japan,Kyoto,기모노 티 세레머니 니시키점,"월, 화, 수, 목, 금, 토, 일: 오전 10:00 ~ 오후 6:00",,,,국제전화번호: +81 75-606-5303 홈페이지: https://mai-ko.com/culture/tea-ceremony/,https://www.google.com/maps/place/?q=place_id:ChIJc-ER9pIIAWARSYOriOksyWE,2117,4.9
52,Japan,Kyoto,니조성 니노마루어전,"월, 화, 수, 목, 금, 토, 일: 오전 8:45 ~ 오후 4:10",,,,국제전화번호: +81 75-841-0096 홈페이지: https://nijo-jocastle.city.kyoto.lg.jp/introduction/highlights/ninomaru/,https://www.google.com/maps/place/?q=place_id:ChIJ2bRFGtUHAWARTa_El2j7Chg,2072,4.5
53,Japan,Kyoto,아타고 염불사,"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 4:15",,,,국제전화번호: +81 75-865-1231 홈페이지: http://www.otagiji.com/,https://www.google.com/maps/place/?q=place_id:ChIJi3CsmTmqAWAR0pV6QRGvt1c,1926,4.6
54,Japan,Kyoto,카츠라리큐,알 수 없음,,,,국제전화번호: +81 75-211-1215 홈페이지: http://sankan.kunaicho.go.jp/guide/katsura.html,https://www.google.com/maps/place/?q=place_id:ChIJ83xvU_cGAWAReHBFa6lh5Uk,1924,4.5
55,Japan,Kyoto,교토부립 야마시로 종합운동공원,"월, 화, 수, 금, 토, 일: 오전 8:30 ~ 오후 9:00; 목: 휴무",,,,국제전화번호: +81 774-24-1313 홈페이지: https://www.kyoto-park.jp/,https://www.google.com/maps/place/?q=place_id:ChIJLYCZ1DsRAWARh3bHo_nrFGE,1786,4
56,Japan,Kyoto,라운드원 교토 가와라마치점,"월, 화, 수, 목, 금: 오전 12:00~6:00, 오전 9:00 ~ 오전 12:00; 토, 일: 24시간 영업",,,,국제전화번호: +81 75-213-8400 홈페이지: http://www.round1.co.jp/shop/tenpo/kyoto-kawaramachi.html,https://www.google.com/maps/place/?q=place_id:ChIJ7QGJf5MIAWARvYFqYvRcfDs,1727,3.7
57,Japan,Kyoto,세이료지,"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 4:00",,,,국제전화번호: +81 75-861-0343 홈페이지: http://seiryoji.or.jp/,https://www.google.com/maps/place/?q=place_id:ChIJ0QzTAB2qAWAR1KIqrbZxO38,1684,4.3
58,Japan,Kyoto,Toji Gojunoto (Five Story Pagoda),"월, 화, 수, 목, 금, 토, 일: 오전 8:00 ~ 오후 5:00",,,,국제전화번호: +81 75-691-3325 홈페이지: https://toji.or.jp/guide/gojunoto/,https://www.google.com/maps/place/?q=place_id:ChIJf4SuYQEGAWARC9WOJnjQe6c,1453,4.6
59,Japan,Kyoto,한검한자박물관•도서관,"월: 휴무; 화, 수, 목, 금, 토, 일: 오전 9:30 ~ 오후 5:00",,,,국제전화번호: +81 75-757-8686 홈페이지: https://www.kanjimuseum.kyoto/,https://www.google.com/maps/place/?q=place_id:ChIJqbzfzcMIAWAR7dpb2Rm_v3U,1445,4.1
60,Japan,Kyoto,오코치산소 정원,"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 5:00",,,,국제전화번호: +81 75-872-2233 ,https://www.google.com/maps/place/?q=place_id:ChIJGTfQ9gSqAWARvzp3lzOgjk8,1389,4.6
61,Japan,Kyoto,겐쿤 신사,"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 5:00",,,,국제전화번호: +81 75-451-0170 홈페이지: http://kenkun-jinja.org/,https://www.google.com/maps/place/?q=place_id:ChIJrzRlDfoHAWARr4UNzU5gU0k,1368,4.3
62,Japan,Kyoto,구 미쓰이 가 시모가모 별채,"월, 화, 목, 금, 토, 일: 오전 9:00 ~ 오후 5:00; 수: 휴무",,,,국제전화번호: +81 75-366-4321 홈페이지: https://ja.kyoto.travel/tourism/article/mitsuike/,https://www.google.com/maps/place/?q=place_id:ChIJZ6YCvkIIAWARmGwJaHsXx8M,1341,4.1
63,Japan,Kyoto,사이호지,알 수 없음,,,,국제전화번호: +81 75-391-3631 홈페이지: https://saihoji-kokedera.com/,https://www.google.com/maps/place/?q=place_id:ChIJM3V7rDEHAWAR1bBbYdXO7K4,1319,4.4
64,Japan,Kyoto,쇼군즈카,"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 5:00",,,, 홈페이지: http://www.shogunzuka.com/shogunzuka.html,https://www.google.com/maps/place/?q=place_id:ChIJrXARYtcIAWARDiuE173gewo,1317,4.3
65,Japan,Kyoto,고산사,"월, 화, 수, 목, 금, 토, 일: 오전 8:30 ~ 오후 5:00",,,,국제전화번호: +81 75-861-4204 홈페이지: http://www.kosanji.com/,https://www.google.com/maps/place/?q=place_id:ChIJvYv-4GKpAWARIeg30pCkBkc,1252,4.1
66,Japan,Kyoto,철학의 길,"월, 화, 수, 목, 금, 토, 일: 24시간 영업",,,,국제전화번호: +81 75-343-0548 홈페이지: https://tetsugakunomichi.jp/,https://www.google.com/maps/place/?q=place_id:ChIJV_CUrggJAWAR9IBSpzHzepE,1213,4.6
67,Japan,Kyoto,슈가쿠인 리큐,"월: 휴무; 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 3:00",,,,국제전화번호: +81 75-211-1215 홈페이지: http://sankan.kunaicho.go.jp/guide/shugakuin.html,https://www.google.com/maps/place/?q=place_id:ChIJTQ1m18cJAWAR4qoAaylinnI,1150,4.5
68,Japan,Kyoto,아라시야마공원 가메야마지구,"월, 화, 수, 목, 금, 토, 일: 24시간 영업",,,,국제전화번호: +81 75-414-5326 홈페이지: http://www.pref.kyoto.jp/koen-annai/ara.html,https://www.google.com/maps/place/?q=place_id:ChIJn_TGrQaqAWAR9i3KRCIuico,1032,4.4
69,Japan,Kyoto,GEAR /Non-Verbal theatre,"월, 화, 수, 목, 금, 토, 일: 오전 10:00 ~ 오후 7:00",,,,국제전화번호: +81 120-937-882 홈페이지: https://www.gear.ac/,https://www.google.com/maps/place/?q=place_id:ChIJ0QBoKZIIAWARz76eBQuSMwg,985,4.7
70,Japan,Kyoto,후쿠다미술관,"월, 화, 수, 목, 금, 토, 일: 오전 10:00 ~ 오후 5:00",,,,국제전화번호: +81 75-863-0606 홈페이지: https://fukuda-art-museum.jp/,https://www.google.com/maps/place/?q=place_id:ChIJfwxa4v-pAWARQ-R4_cVAgAc,923,4.3
71,Japan,Kyoto,다다스노모리,"월, 화, 수, 목, 금, 토, 일: 24시간 영업",,,,국제전화번호: +81 75-781-0010 홈페이지: https://tadasunomori.or.jp/,https://www.google.com/maps/place/?q=place_id:ChIJ_7zQmkEIAWARyjP6gAwXB60,913,4.4
72,Japan,Kyoto,호소미미술관,"월: 휴무; 화, 수, 목, 금, 토, 일: 오전 10:00 ~ 오후 5:00",,,,국제전화번호: +81 75-752-5555 홈페이지: http://www.emuseum.or.jp/,https://www.google.com/maps/place/?q=place_id:ChIJcXtUYMEIAWARiH98onQLTz0,887,4
73,Japan,Kyoto,비와호 소수,"월, 화, 수, 목, 금, 토, 일: 24시간 영업",,,,국제전화번호: +81 77-522-3830 홈페이지: https://www.city.kyoto.lg.jp/suido/page/0000007153.html,https://www.google.com/maps/place/?q=place_id:ChIJT-AJK2YMAWARjpxphW18yTc,883,4.2
74,Japan,Kyoto,센토고쇼,"월: 휴무; 화, 수, 목, 금, 토, 일: 오전 9:30 ~ 오후 4:30",,,,국제전화번호: +81 75-211-1215 홈페이지: http://sankan.kunaicho.go.jp/guide/sento.html,https://www.google.com/maps/place/?q=place_id:ChIJDVAFLmUIAWARIvgmANTTmrs,880,4.4
75,Japan,Kyoto,료잔역사관,"월: 휴무; 화, 수, 목, 금, 토, 일: 오전 9:30 ~ 오후 5:30",,,,국제전화번호: +81 75-531-3773 홈페이지: http://www.ryozen-museum.or.jp/,https://www.google.com/maps/place/?q=place_id:ChIJKUS3ZtAIAWARVzZB5xrerEw,778,4.2
76,Japan,Kyoto,교토 아라시야마 오르골박물관,"월, 화, 금, 토, 일: 오전 10:00 ~ 오후 5:00; 수, 목: 휴무",,,,국제전화번호: +81 75-865-1020 홈페이지: http://www.orgel-hall.com/,https://www.google.com/maps/place/?q=place_id:ChIJRyu3DgKqAWARYF9HOUA_b0w,769,4.2
77,Japan,Kyoto,영산관음,"월, 화, 수, 목, 금, 토, 일: 오전 8:40 ~ 오후 4:00",,,,국제전화번호: +81 75-561-2205 홈페이지: http://www.ryozen-kwannon.jp/,https://www.google.com/maps/place/?q=place_id:ChIJNznrn9oIAWARlBf5zbMbWQs,741,4.3
78,Japan,Kyoto,교토시교세라미술관 히가시야마큐브,"월: 휴무; 화, 수, 목, 금, 토, 일: 오전 10:00 ~ 오후 6:00",,,,국제전화번호: +81 75-771-4334 홈페이지: https://kyotocity-kyocera.museum/facility/higashiyama_cube,https://www.google.com/maps/place/?q=place_id:ChIJMaa0ZKEJAWARJtytqRt4mSw,727,4.4
79,Japan,Kyoto,류코쿠 뮤지엄,"월: 휴무; 화, 수, 목, 금, 토, 일: 오전 10:00 ~ 오후 5:00",,,,국제전화번호: +81 75-351-2500 홈페이지: https://museum.ryukoku.ac.jp/,https://www.google.com/maps/place/?q=place_id:ChIJpyJryqAIAWARNobBwZJuB_M,719,4.1
80,Japan,Kyoto,교토부립 도판명화의 정원,"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 5:00",,,,국제전화번호: +81 75-724-2188 홈페이지: http://www.kyoto-toban-hp.or.jp/,https://www.google.com/maps/place/?q=place_id:ChIJVRXuPhwIAWARnygrbMaZeSI,705,4.2
81,Japan,Kyoto,가와이 간지로 기념관,"월: 휴무; 화, 수, 목, 금, 토, 일: 오전 10:00 ~ 오후 4:30",,,,국제전화번호: +81 75-561-3585 홈페이지: http://www.kanjiro.jp/,https://www.google.com/maps/place/?q=place_id:ChIJ3zJ0GckIAWARzTwhdkTyOLA,613,4.6
82,Japan,Kyoto,낙시사(라쿠시샤),"월, 화, 수, 목, 금, 토, 일: 오전 10:00 ~ 오후 4:00",,,,국제전화번호: +81 75-881-1953 ,https://www.google.com/maps/place/?q=place_id:ChIJMfCjRRuqAWARbK8BW2HvhsQ,605,4.1
83,Japan,Kyoto,승천각 미술관,"월, 화, 수, 목, 금, 토, 일: 오전 10:00 ~ 오후 5:00",,,,국제전화번호: +81 75-241-0423 홈페이지: http://www.shokoku-ji.jp/j_nyukan.html,https://www.google.com/maps/place/?q=place_id:ChIJ-6DYbW0IAWARqu9BhL66nek,578,4.3
84,Japan,Kyoto,Kanabiki Falls,"월, 화, 수, 목, 금, 토, 일: 24시간 영업",,,, 홈페이지: http://www.amanohashidate.jp/spot/kanabiki/,https://www.google.com/maps/place/?q=place_id:ChIJLbZrq9WT_18Rr0n-JlAu7rs,576,4.3
85,Japan,Kyoto,교토 전통 산업 교류관,"월, 화, 수, 목, 금, 토, 일: 오전 10:00 ~ 오후 6:00",,,,국제전화번호: +81 75-762-2670 홈페이지: https://kmtc.jp/,https://www.google.com/maps/place/?q=place_id:ChIJERU18uUIAWARYWoWdRc7hJs,547,4.2
86,Japan,Kyoto,다이키치 산 전망대,"월, 화, 수, 목, 금, 토, 일: 24시간 영업",,,, ,https://www.google.com/maps/place/?q=place_id:ChIJfXwn7HMRAWARsFaDRgIlDy0,544,4.5
87,Japan,Kyoto,히에이 산,알 수 없음,,,, ,https://www.google.com/maps/place/?q=place_id:ChIJEYMovyYKAWAR7-9MXpymVeI,536,4.4
88,Japan,Kyoto,교토국립박물관 평성지신관,"월: 휴무; 화, 수, 목, 금, 토, 일: 오전 9:30 ~ 오후 5:00",,,,국제전화번호: +81 75-525-2473 홈페이지: https://www.kyohaku.go.jp/jp/,https://www.google.com/maps/place/?q=place_id:ChIJQ45_I8oIAWARlpPPlCMOnbs,516,4.3
89,Japan,Kyoto,Kyoto Geisha Show & Experience GION MAIKOYA,"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 8:00",,,,국제전화번호: +81 75-606-5753 홈페이지: https://mai-ko.com/geisha/,https://www.google.com/maps/place/?q=place_id:ChIJR2I1KZcJAWARvKqCFCkxnuU,509,4.9
