data id_info,nation,region,name,operationTime,expense,infoTitle,infoContent,information,map_url,popurality,rating
11,Japan,Sapporo,삿포로 돔,"월, 화, 수, 목, 금, 토, 일: 오전 7:00 ~ 오후 11:00",,,,국제전화번호: +81 11-850-1000 홈페이지: https://www.sapporo-dome.co.jp/,https://www.google.com/maps/place/?q=place_id:ChIJx289pMEqC18Ri7aK56qxdio,8007,4.0
12,Japan,Sapporo,삿포로 히츠지가오카 전망대,"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 5:00",,,,국제전화번호: +81 11-851-3080 홈페이지: http://www.hitsujigaoka.jp/,https://www.google.com/maps/place/?q=place_id:ChIJx2WCDKMqC18RnEw-r64NwtY,7836,3.9
13,Japan,Sapporo,나카지마 공원,"월, 화, 수, 목, 금, 토, 일: 24시간 영업",,,,국제전화번호: +81 11-511-3924 홈페이지: https://www.sapporo-park.or.jp/nakajima/,https://www.google.com/maps/place/?q=place_id:ChIJCQZ4viMqC18RJF1xJlqssjo,7693,4.3
14,Japan,Sapporo,오누마 국정공원,"월, 화, 수, 목, 금, 토, 일: 24시간 영업",,,,국제전화번호: +81 138-47-9439 홈페이지: http://onumakouen.com/,https://www.google.com/maps/place/?q=place_id:ChIJVfOEWFpUnl8RTa_2CElTIHg,7534,4.3
15,Japan,Sapporo,오타루 아쿠아리움,"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 5:00",,,,국제전화번호: +81 134-33-1400 홈페이지: http://otaru-aq.jp/,https://www.google.com/maps/place/?q=place_id:ChIJhSqlPAUeC18RURQ2LaIFswE,5969,4.3
16,Japan,Sapporo,노던 호스파크,"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 5:00",,,,국제전화번호: +81 144-58-2116 홈페이지: http://www.northern-horsepark.jp/,https://www.google.com/maps/place/?q=place_id:ChIJgcaQewPgdF8RIlJRX3qqq-A,4628,4.2
17,Japan,Sapporo,키타노구루메테이,"월, 화, 수, 목, 금, 토, 일: 오전 7:00 ~ 오후 5:00",,,,국제전화번호: +81 11-621-3545 홈페이지: https://www.kitanogurume.co.jp/,https://www.google.com/maps/place/?q=place_id:ChIJYVBTvrEpC18RIKX2Sm8TJOc,3953,4.0
18,Japan,Sapporo,모에레누마공원,"월, 화, 수, 목, 금, 토, 일: 오전 7:00 ~ 오후 10:00",,,,국제전화번호: +81 11-790-1231 홈페이지: https://moerenumapark.jp/,https://www.google.com/maps/place/?q=place_id:ChIJo24_lq8vC18RcfiqGApcx1s,3841,4.4
19,Japan,Sapporo,노르베사,알 수 없음,,,,국제전화번호: +81 11-271-3630 홈페이지: https://www.norbesa.jp/,https://www.google.com/maps/place/?q=place_id:ChIJTzTD_YQpC18RCyjnwiP5LoY,3646,3.8
20,Japan,Sapporo,삿포로 파르코,"월, 화, 수, 목, 금, 토, 일: 오전 10:00 ~ 오후 8:00",,,,국제전화번호: +81 11-214-2111 홈페이지: https://sapporo.parco.jp/?utm_source=mybusiness,https://www.google.com/maps/place/?q=place_id:ChIJyTQqSYMpC18RC-3nJ2LhC5k,3545,3.8
21,Japan,Sapporo,노보리베쓰 다테지다이무라,"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 5:00",,,,국제전화번호: +81 143-83-3311 홈페이지: https://edo-trip.jp/,https://www.google.com/maps/place/?q=place_id:ChIJ5-l6g_djdV8Rt5YCwEFSFlw,3199,4.2
22,Japan,Sapporo,홋카이도립 근대미술관,"월: 휴무; 화, 수, 목, 금, 토, 일: 오전 9:30 ~ 오후 5:00",,,,국제전화번호: +81 11-644-6881 홈페이지: https://artmuseum.pref.hokkaido.lg.jp/knb/,https://www.google.com/maps/place/?q=place_id:ChIJiRSNA5YpC18Rfpuy5WFeaP0,3049,4.1
23,Japan,Sapporo,북해도 개척촌(홋카이도 개척촌),"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 5:00",,,,국제전화번호: +81 11-898-2692 홈페이지: http://www.kaitaku.or.jp/,https://www.google.com/maps/place/?q=place_id:ChIJgeMaZessC18RlqucqXBeoKo,2958,4.3
24,Japan,Sapporo,North Safari Sapporo,"월, 화, 수, 목, 금: 오전 10:00 ~ 오후 4:00; 토, 일: 오전 9:00 ~ 오후 4:00",,,,국제전화번호: +81 570-005-600 홈페이지: https://www.north-safari.com/,https://www.google.com/maps/place/?q=place_id:ChIJZx7EjvzSCl8RjOeRJ2ZFoAU,2934,4.1
25,Japan,Sapporo,JRA Sapporo Racecourse,"월, 화, 수, 목, 금: 휴무; 토, 일: 오전 9:00 ~ 오후 4:00",,,,국제전화번호: +81 11-726-0461 홈페이지: http://www.jra.go.jp/facilities/race/sapporo/,https://www.google.com/maps/place/?q=place_id:ChIJNe6KO6spC18Rv6ISpXvc_7o,2465,4.3
26,Japan,Sapporo,국영타키노스즈란 구릉공원,"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 5:00",,,,국제전화번호: +81 11-592-3333 홈페이지: http://www.takinopark.com/,https://www.google.com/maps/place/?q=place_id:ChIJnaswN-srdV8RolQuYYUQRRQ,2449,4.4
27,Japan,Sapporo,유리가하라 공원,"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 5:30",,,,국제전화번호: +81 11-772-4722 홈페이지: http://yuri-park.jp/,https://www.google.com/maps/place/?q=place_id:ChIJW1FhgGcvC18REF0Umes-U0w,2439,4.1
28,Japan,Sapporo,홋카이도대학 종합 박물관,"월: 휴무; 화, 수, 목, 금, 토, 일: 오전 10:00 ~ 오후 5:00",,,,국제전화번호: +81 11-706-2658 홈페이지: https://www.museum.hokudai.ac.jp/,https://www.google.com/maps/place/?q=place_id:ChIJB-QPugkpC18RCXiUP_vfCIs,2303,4.4
29,Japan,Sapporo,삿포로 문화예술극장,"월, 화, 목, 금, 토, 일: 오전 9:00 ~ 오후 10:00; 수: 휴무",,,,국제전화번호: +81 11-271-1000 홈페이지: https://www.sapporo-community-plaza.jp/theater.html,https://www.google.com/maps/place/?q=place_id:ChIJWad2MXYpC18Riqp56F8qHLc,2247,4.3
30,Japan,Sapporo,라운드원 스스키노점,"월, 화, 수, 목, 금, 토, 일: 24시간 영업",,,,국제전화번호: +81 11-520-1022 홈페이지: http://www.round1.co.jp/shop/tenpo/hokkaidou-susukino.html,https://www.google.com/maps/place/?q=place_id:ChIJ6bhSnYYpC18R6w99LEVyhPo,2230,3.7
31,Japan,Sapporo,아사히야마 기념공원,"월, 화, 수, 목, 금, 토, 일: 오전 6:00 ~ 오후 10:00",,,,국제전화번호: +81 11-200-0311 홈페이지: http://www.sapporo-park.or.jp/asahiyama/,https://www.google.com/maps/place/?q=place_id:ChIJwctrBgLWCl8RJLccEEQJbJo,2216,4.3
32,Japan,Sapporo,삿포로 예술의 숲 미술관,"월, 화, 수, 목, 금, 토, 일: 오전 9:15 ~ 오후 5:45",,,,국제전화번호: +81 11-592-5111 홈페이지: https://artpark.or.jp/shisetsu/sapporo-art-museum/,https://www.google.com/maps/place/?q=place_id:ChIJRW9cIGgrdV8RSO3C6b1w1T8,2149,4.2
33,Japan,Sapporo,마쓰마에 성,"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 5:00",,,,국제전화번호: +81 139-42-2216 홈페이지: http://www.town.matsumae.hokkaido.jp/bunkazai/category/219.html,https://www.google.com/maps/place/?q=place_id:ChIJSeIB835JmV8RoOiqy23KS34,2058,4.0
34,Japan,Sapporo,모이와야마 전망대,"월, 화, 수, 목, 금, 토, 일: 오전 10:30 ~ 오후 10:00",,,,국제전화번호: +81 11-561-8177 홈페이지: https://mt-moiwa.jp/,https://www.google.com/maps/place/?q=place_id:ChIJVxXPRfDVCl8REVDFQkZrz5o,1893,4.5
35,Japan,Sapporo,Rusutsu Amusement Park,"월, 화, 수, 목, 금: 오전 9:00 ~ 오후 4:30; 토, 일: 오전 9:00 ~ 오후 5:00",,,,국제전화번호: +81 136-46-3111 홈페이지: https://rusutsu.com/amusement-park/,https://www.google.com/maps/place/?q=place_id:ChIJjaN-ew5NdV8RgzV2j9_bZ0k,1800,4.1
36,Japan,Sapporo,Tsudome,"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 9:00",,,,국제전화번호: +81 11-784-2106 홈페이지: https://www.sapporo-sport.jp/tsudome,https://www.google.com/maps/place/?q=place_id:ChIJN-dRyz4vC18RBGgra7JXIpI,1780,3.8
37,Japan,Sapporo,북해도박물관(홋카이도 박물관),"월: 휴무; 화, 수, 목, 금, 토, 일: 오전 9:30 ~ 오후 4:00",,,,국제전화번호: +81 11-898-0466 홈페이지: http://www.hm.pref.hokkaido.lg.jp/,https://www.google.com/maps/place/?q=place_id:ChIJH5YEf-0sC18RiVNiBtRe_TQ,1737,4.2
38,Japan,Sapporo,사토랜드,"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 6:00",,,,국제전화번호: +81 11-787-0223 홈페이지: http://www.satoland.com/,https://www.google.com/maps/place/?q=place_id:ChIJ7VSQ2KkvC18Rz_LT-wcN8G0,1692,4.2
39,Japan,Sapporo,홋카이도청,"월, 화, 수, 목, 금: 오전 8:45 ~ 오후 5:30; 토, 일: 휴무",,,,국제전화번호: +81 11-231-4111 홈페이지: http://www.pref.hokkaido.lg.jp/,https://www.google.com/maps/place/?q=place_id:ChIJrQd1AJ8pC18Rt53mDW5dIbs,1618,4.1
40,Japan,Sapporo,마에다 삼림공원,"월, 화, 수, 목, 금, 토, 일: 24시간 영업",,,,국제전화번호: +81 11-681-3940 홈페이지: https://www.sapporo-park.or.jp/maedashinrin/,https://www.google.com/maps/place/?q=place_id:ChIJzdQUnvImC18RVTwUeSzYOgg,1604,4.2
41,Japan,Sapporo,삿포로 반케이 스키장,"월, 화, 수, 목, 금, 일: 오전 9:00 ~ 오후 9:00; 토: 오전 9:00 ~ 오후 10:00",,,,국제전화번호: +81 11-641-0071 홈페이지: http://www.bankei.co.jp/,https://www.google.com/maps/place/?q=place_id:ChIJmSi-P27WCl8R2txwNVq41TA,1566,3.9
42,Japan,Sapporo,홋카이도 그린랜드,"월, 화, 목, 금: 오전 10:00 ~ 오후 4:00; 수: 휴무; 토, 일: 오전 9:00 ~ 오후 5:00",,,,국제전화번호: +81 126-22-2121 홈페이지: http://www.h-greenland.com/,https://www.google.com/maps/place/?q=place_id:ChIJEVG5gPBKC18RWrIC6xe3dFg,1503,4.0
43,Japan,Sapporo,Makomanai Park,"월, 화, 수, 목, 금, 토, 일: 오전 6:30 ~ 오후 9:00",,,,국제전화번호: +81 11-581-1961 홈페이지: http://www.makomanai.com/koen/,https://www.google.com/maps/place/?q=place_id:ChIJXxz_JHTVCl8Rg_yjoneqR5s,1454,4.1
44,Japan,Sapporo,Round One Stadium,"월, 화, 수, 목, 금: 오전 12:00~6:00, 오전 10:00 ~ 오전 12:00; 토, 일: 24시간 영업",,,,국제전화번호: +81 11-733-8801 홈페이지: http://www.round1.co.jp/shop/tenpo/hokkaidou-sapporokita21.html,https://www.google.com/maps/place/?q=place_id:ChIJT-FYVB4pC18REqbIK5-MoQ8,1453,3.7
45,Japan,Sapporo,홋카이도대학 식물원,"월: 휴무; 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 4:30",,,,국제전화번호: +81 11-221-0066 홈페이지: http://www.hokudai.ac.jp/fsc/bg/,https://www.google.com/maps/place/?q=place_id:ChIJvV_FT58pC18RaES0vdUP7Lo,1452,4.1
46,Japan,Sapporo,Noshi Park,"월, 화, 수, 목, 금, 토, 일: 24시간 영업",,,,국제전화번호: +81 11-615-3680 홈페이지: https://noushi-park.jp/,https://www.google.com/maps/place/?q=place_id:ChIJmZp3z18oC18RF3Y_bDjts7g,1449,4.1
47,Japan,Sapporo,AOAO SAPPORO,"월, 화, 수, 목, 금, 토, 일: 오전 10:00 ~ 오후 10:00",,,, 홈페이지: https://aoao-sapporo.blue/,https://www.google.com/maps/place/?q=place_id:ChIJncnyR6QpC18RUMsCdPtRDb4,1430,4.0
48,Japan,Sapporo,쓰키사무 공원,"월, 화, 수, 목, 금, 토, 일: 오전 4:30 ~ 오후 8:30",,,,국제전화번호: +81 11-818-3150 홈페이지: https://tsukisamu-park.jp/,https://www.google.com/maps/place/?q=place_id:ChIJea4skk8qC18RV6MmCNmExXY,1413,4.3
49,Japan,Sapporo,홋카이도 신궁 돈궁,"월, 화, 수, 목, 금, 토, 일: 24시간 영업",,,,국제전화번호: +81 11-221-1084 홈페이지: https://tongusan.jp/,https://www.google.com/maps/place/?q=place_id:ChIJbXBCingpC18RTqCGg5A8Oo4,1393,4.4
50,Japan,Sapporo,Hiraoka Park,"월, 화, 수, 목, 금, 토, 일: 24시간 영업",,,,국제전화번호: +81 11-881-7924 홈페이지: http://hiraoka-park.jp/,https://www.google.com/maps/place/?q=place_id:ChIJXwOKuM3UdF8R7X2WjexFOqE,1378,4.1
51,Japan,Sapporo,삿포로후시미이나리 신사,"월, 화, 수, 목, 금, 토, 일: 24시간 영업",,,,국제전화번호: +81 11-562-1753 홈페이지: https://fushimiinari.or.jp/,https://www.google.com/maps/place/?q=place_id:ChIJxzl8VwAqC18RZP_qF7Y3UXM,1370,4.2
52,Japan,Sapporo,고텐잔 공원,"월, 화, 수, 목, 금, 토, 일: 24시간 영업",,,,국제전화번호: +81 11-662-2424 홈페이지: http://www.nankoen.co.jp/gmpmg/gotenzan/,https://www.google.com/maps/place/?q=place_id:ChIJ5UvNC0nWCl8Rp8XCHPACiAY,1364,4.2
53,Japan,Sapporo,삿포로 올림픽 박물관,"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 6:00",,,,국제전화번호: +81 11-641-8585 홈페이지: http://sapporo-olympicmuseum.jp/introduction/,https://www.google.com/maps/place/?q=place_id:ChIJi3IbGyfWCl8RlR7Y0kRQvTg,1159,4.2
54,Japan,Sapporo,스와 신사,"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 5:00",,,,국제전화번호: +81 11-711-0960 홈페이지: https://www.sapporo-suwajinja.com/,https://www.google.com/maps/place/?q=place_id:ChIJo0O87xEpC18RfuB0_dePpGE,1156,4.4
55,Japan,Sapporo,Round1 Stadium,"월, 화, 수, 목, 금: 오전 12:00~6:00, 오전 10:00 ~ 오전 12:00; 토, 일: 24시간 영업",,,,국제전화번호: +81 11-865-8051 홈페이지: http://www.round1.co.jp/shop/tenpo/hokkaidou-shiroishi.html,https://www.google.com/maps/place/?q=place_id:ChIJjf1e3AorC18RasaHxA8rX1w,1151,3.6
56,Japan,Sapporo,올림피아 스키센터,알 수 없음,,,,국제전화번호: +81 11-682-6000 홈페이지: https://sapporo-teine.com/snow,https://www.google.com/maps/place/?q=place_id:ChIJ6zkmLHPYCl8RYqZuc-S35qw,1126,4.2
57,Japan,Sapporo,호헤이칸,"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 5:00",,,,국제전화번호: +81 11-211-1951 홈페이지: http://www.s-hoheikan.jp/,https://www.google.com/maps/place/?q=place_id:ChIJTXn6KycqC18R3PcB0wQzB9s,1086,4.2
58,Japan,Sapporo,Sapporo Science Center,"월: 휴무; 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 5:00",,,,국제전화번호: +81 11-892-5001 홈페이지: https://www.ssc.slp.or.jp/,https://www.google.com/maps/place/?q=place_id:ChIJl2C7NWArC18RGlsFF19daMQ,1086,4.2
59,Japan,Sapporo,Sapporo morning market,"월, 화, 목, 금, 토: 오전 5:00~11:00; 수, 일: 휴무",,,,국제전화번호: +81 11-643-4090 홈페이지: http://www.asaichi-maruka.jp/,https://www.google.com/maps/place/?q=place_id:ChIJm9XDEK4pC18RjLzjWg1KCd4,1085,4.0
60,Japan,Sapporo,니시노 신사,"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 5:00",,,,국제전화번호: +81 11-661-8880 홈페이지: http://nishinojinja.or.jp/,https://www.google.com/maps/place/?q=place_id:ChIJ2zCgFc7XCl8RHpzf88I2Esk,1083,4.4
61,Japan,Sapporo,Sapporo Teine (Highland Ski Center),알 수 없음,,,,국제전화번호: +81 11-682-6000 홈페이지: https://sapporo-teine.com/snow/,https://www.google.com/maps/place/?q=place_id:ChIJLRLJ7xfYCl8R_MltyFlEiys,1079,4.2
62,Japan,Sapporo,조잔케이 원천 공원,"월, 화, 수, 목, 금, 토, 일: 오전 7:00 ~ 오후 9:00",,,,국제전화번호: +81 11-598-2012 홈페이지: https://jozankei.jp/tourist/jozan-gensen-park/,https://www.google.com/maps/place/?q=place_id:ChIJDW51fBjSCl8RMIw2GYXOnR4,1079,4.1
63,Japan,Sapporo,Horomitoge Lavender Garden,"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 5:00",,,,국제전화번호: +81 11-622-5167 홈페이지: http://yumekoubousatou.com/lavender.htm,https://www.google.com/maps/place/?q=place_id:ChIJzXgjWAnWCl8ReJeflKBwT0I,1055,4.2
64,Japan,Sapporo,모이와 산,알 수 없음,,,, ,https://www.google.com/maps/place/?q=place_id:ChIJ6WyfEO7VCl8RITH5sM3AG8M,1046,4.5
65,Japan,Sapporo,카와시모 공원,"월, 화, 수, 목, 금, 토, 일: 24시간 영업",,,,국제전화번호: +81 11-879-5311 홈페이지: http://www.sapporo-park.or.jp/kawasimo/,https://www.google.com/maps/place/?q=place_id:ChIJt6p0I3MsC18RzY8ra0WVjbc,1043,4.0
66,Japan,Sapporo,모이와산 로프웨이 산로쿠역,"월, 화, 수, 목, 금, 토, 일: 오전 10:30 ~ 오후 10:00",,,,국제전화번호: +81 11-561-8177 홈페이지: https://mt-moiwa.jp/,https://www.google.com/maps/place/?q=place_id:ChIJG4fqNwYqC18Rd5EvgpNdRQ8,1015,4.3
67,Japan,Sapporo,오도리 공원,"월, 화, 수, 목, 금, 토, 일: 24시간 영업",,,,국제전화번호: +81 11-251-0438 홈페이지: https://odori-park.jp/,https://www.google.com/maps/place/?q=place_id:ChIJKdPFSFEpC18RnuAg7TaybA4,987,4.4
68,Japan,Sapporo,지토세쓰루 술 뮤지엄,"월, 화, 수, 목, 금, 토, 일: 오전 10:00 ~ 오후 6:00",,,,국제전화번호: +81 11-221-7570 홈페이지: http://www.nipponseishu.co.jp/museum/,https://www.google.com/maps/place/?q=place_id:ChIJOVcr23gpC18REVT5gHfxZjk,941,3.7
69,Japan,Sapporo,노포로 삼림공원,"월, 화, 수, 목, 금, 토, 일: 24시간 영업",,,,국제전화번호: +81 11-898-0456 홈페이지: https://www.pref.hokkaido.lg.jp/ks/skn/environ/parks/nopporo-prefecturali-nationalpark.html,https://www.google.com/maps/place/?q=place_id:ChIJk6Cb9U7TdF8Rlcv6xt3E9E0,902,4.1
70,Japan,Sapporo,Shiroishi Shrine,"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 4:00",,,,국제전화번호: +81 11-861-2609 홈페이지: https://shiroishijinja.jp/,https://www.google.com/maps/place/?q=place_id:ChIJ-ax-2qErC18RzPfqN2RpSl4,878,4.2
71,Japan,Sapporo,미카호 공원,"월, 화, 수, 목, 금, 토, 일: 24시간 영업",,,,국제전화번호: +81 11-789-4361 홈페이지: https://marumi-plus.jp/kitanofurusato/smarts/index/41/,https://www.google.com/maps/place/?q=place_id:ChIJ21vdoSEpC18R3pL99wPxkek,859,3.8
72,Japan,Sapporo,다키노 스노우월드 패밀리겔렌데,"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 4:00",,,,국제전화번호: +81 11-592-3333 홈페이지: http://www.takinopark.com/,https://www.google.com/maps/place/?q=place_id:ChIJQ-NPN-srdV8Rnc_zvxrN30o,845,4.4
73,Japan,Sapporo,홋카이도 신궁 신문,"월, 화, 수, 목, 금, 토, 일: 24시간 영업",,,,국제전화번호: +81 11-611-0261 홈페이지: http://www.hokkaidojingu.or.jp/,https://www.google.com/maps/place/?q=place_id:ChIJ9y032twpC18RHVj6RFhUNAM,838,4.6
74,Japan,Sapporo,Sapporo Kita 3-jo Plaza,"월, 화, 수, 목, 금, 토, 일: 24시간 영업",,,,국제전화번호: +81 11-211-6406 홈페이지: http://www.kita3jo-plaza.jp/,https://www.google.com/maps/place/?q=place_id:ChIJfVFNbZ4pC18R4SlFE8c6zXY,814,4.2
75,Japan,Sapporo,삿포로 모이와야마 스키장,알 수 없음,,,,국제전화번호: +81 11-581-0914 홈페이지: http://www.rinyu.co.jp/moiwa/,https://www.google.com/maps/place/?q=place_id:ChIJwWE0AZHVCl8RTC9BCCfO6TM,810,4.0
76,Japan,Sapporo,고토니 신사,"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 4:00",,,,국제전화번호: +81 11-621-5544 홈페이지: http://hokkaidojinjacho.jp/%E7%90%B4%E4%BC%BC%E7%A5%9E%E7%A4%BE/,https://www.google.com/maps/place/?q=place_id:ChIJ29a5Q0ooC18RbALIDpR8EfI,808,4.2
77,Japan,Sapporo,삿포로시 자료관,"월: 휴무; 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 7:00",,,,국제전화번호: +81 11-251-0731 홈페이지: http://www.s-shiryokan.jp/,https://www.google.com/maps/place/?q=place_id:ChIJp1AWKZcpC18R50SDNTenhEU,782,4.0
78,Japan,Sapporo,도요히라 공원,"월, 화, 수, 목, 금, 토, 일: 24시간 영업",,,,국제전화번호: +81 11-811-6568 홈페이지: http://www.sapporo-park.or.jp/toyohira/,https://www.google.com/maps/place/?q=place_id:ChIJoXAKdDQqC18Ri6i7_iiR8Xc,774,4.0
79,Japan,Sapporo,Hōheikyō Dam,"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 4:00",,,,국제전화번호: +81 11-598-3452 홈페이지: http://www.houheikyou.jp/,https://www.google.com/maps/place/?q=place_id:ChIJrzWa_wrSCl8RrNzBjBCusGc,771,4.3
80,Japan,Sapporo,소세이카와 공원,"월, 화, 수, 목, 금, 토, 일: 24시간 영업",,,,국제전화번호: +81 11-221-4100 홈페이지: https://www.sapporo-park.or.jp/sousei/,https://www.google.com/maps/place/?q=place_id:ChIJg7NoUoIpC18R0m7D1NzjlJE,715,3.9
81,Japan,Sapporo,삿포로 호국신사,"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 4:00",,,,국제전화번호: +81 11-511-5421 홈페이지: https://sapporo-gokoku.jp/,https://www.google.com/maps/place/?q=place_id:ChIJu4YLiSIqC18Ru4rvOFysvLI,700,4.3
82,Japan,Sapporo,Nishioka Park,"월, 화, 수, 목, 금, 토, 일: 24시간 영업",,,,국제전화번호: +81 11-582-0050 홈페이지: http://www.sapporo-park.or.jp/nishioka/,https://www.google.com/maps/place/?q=place_id:ChIJIaLlnU_VCl8Rz1Ps8dbhDpM,679,4.1
83,Japan,Sapporo,Gardens Cabin,"월, 화, 수, 목, 금, 토, 일: 24시간 영업",,,,국제전화번호: +81 11-522-8585 홈페이지: https://www.gardenscabin.com/,https://www.google.com/maps/place/?q=place_id:ChIJHSqcoTIpC18Re9_KTv93h9E,640,4.1
84,Japan,Sapporo,시코쓰토야 국립공원,"월, 화, 수, 목, 금, 토, 일: 24시간 영업",,,,국제전화번호: +81 11-299-1950 홈페이지: https://www.env.go.jp/en/nature/nps/park/shikotsu/index.html,https://www.google.com/maps/place/?q=place_id:ChIJpfBcQYCxCl8RZujHqC9BdQU,617,4.4
85,Japan,Sapporo,札幌場外市場さっそん市場,"월, 화, 수, 목, 금, 토, 일: 오전 6:00 ~ 오후 5:00",,,,국제전화번호: +81 11-621-7044 홈페이지: https://www.jyogaiichiba.com/,https://www.google.com/maps/place/?q=place_id:ChIJ20GJVO4pC18R8wo2H8zlN7o,612,3.7
86,Japan,Sapporo,삿포로 팩토리 홀,"월, 화, 수, 목, 금, 토, 일: 오전 10:00 ~ 오후 6:00",,,,국제전화번호: +81 11-207-5233 홈페이지: https://sapporofactory.jp/shop/detail/162,https://www.google.com/maps/place/?q=place_id:ChIJIZSELnEpC18R7pE2Bdptwwo,608,4.0
87,Japan,Sapporo,아칸마슈 국립공원,"월, 화, 수, 목, 금, 토, 일: 24시간 영업",,,,국제전화번호: +81 15-483-2335 홈페이지: https://www.env.go.jp/park/akan/index.html,https://www.google.com/maps/place/?q=place_id:ChIJl5TwA7F9bV8R6ZaZHzGdUZw,601,4.4
