data id_info,nation,region,name,operationTime,expense,infoTitle,infoContent,information,map_url,popurality,rating
24,Japan,Nagoya,아이치현 미술관(Aichi Prefectural Museum Of Art),"월: 휴무; 화, 수, 목, 토, 일: 10:00~18:00; 금: 10:00~20:00",,,,"전화번호: +81 52-971-5511, 홈페이지: http://www-art.aac.pref.aichi.jp/",https://www.google.com/maps/place/?q=place_id:ChIJD5FhuNBwA2ARhC5UKiCL4Qg,2251,4.1
25,Japan,Nagoya,아이치현 예술 극장(Aichi Prefectural Art Theater),"월: 휴무; 화, 수, 목, 금, 토, 일: 09:00~22:00",,,,"전화번호: +81 52-971-5511, 홈페이지: https://www.aac.pref.aichi.jp/",https://www.google.com/maps/place/?q=place_id:ChIJXbkLytBwA2AR2zON2OAtAUE,2238,4.3
26,Japan,Nagoya,히가시야마 스카이타워(Higashiyama Sky Tower),"월: 휴무; 화, 수, 목, 금, 토, 일: 09:00~21:30",,,,"전화번호: +81 52-781-5586, 홈페이지: http://www.higashiyamaskytower.jp/",https://www.google.com/maps/place/?q=place_id:ChIJyxV6ZbN6A2ARi6XVH3sJgc0,2135,4.1
27,Japan,Nagoya,Nagoya Lucent Tower,알 수 없음,,,,"전화번호: +81 52-589-0631, 홈페이지: https://www.lucent-tower.jp/",https://www.google.com/maps/place/?q=place_id:ChIJU1WVn-l2A2ARmLQVj7rnTFg,2121,3.7
28,Japan,Nagoya,히사야오도리 정원 플라리에(Hisaya-odori Garden Flarie),"월, 화, 수, 목, 금, 토, 일: 09:00~22:30",,,,"전화번호: +81 52-243-0511, 홈페이지: http://www.flarie.jp/",https://www.google.com/maps/place/?q=place_id:ChIJsxuWrM5wA2ARgB6OEgdkr-Y,1714,4.1
29,Japan,Nagoya,야나기바시 중앙시장(Yanagibashi Central Market),"월, 화, 목, 금, 토: 04:00~10:00; 수, 일: 휴무",,,,"전화번호: +81 52-581-8111, 홈페이지: http://www.marunaka-center.co.jp/",https://www.google.com/maps/place/?q=place_id:ChIJO7D5qt52A2ARssqBgiIQo8E,1275,3.9
30,Japan,Nagoya,도다가와어린이랜드(Park Todagawa Kids Land),"월: 휴무; 화, 수, 목, 금, 토, 일: 09:00~17:00",,,,"전화번호: +81 52-304-1500, 홈페이지: http://www.todagawa.jp/",https://www.google.com/maps/place/?q=place_id:ChIJx-dPW2mdA2ARSthJ4uaOgjg,1241,4.3
31,Japan,Nagoya,평화공원(Heiwa Park),"월, 화, 수, 목, 금, 토, 일: Open 24 hours",,,,"전화번호: +81 52-781-2703, 홈페이지: http://www.city.nagoya.jp/chikusa/page/0000000819.html",https://www.google.com/maps/place/?q=place_id:ChIJjdnClwFwA2AR_HREBJgAypU,1202,4.0
32,Japan,Nagoya,나카무라 공원(Nakamura Park),"월, 화, 수, 목, 금, 토, 일: Open 24 hours",,,,"전화번호: +81 52-413-5525, 홈페이지: http://www.nakamura-park.com/",https://www.google.com/maps/place/?q=place_id:ChIJ7We9-WV2A2AR0gDrvoQ-Wj8,1163,3.9
33,Japan,Nagoya,나고야 포트 빌딩(Nagoya Port Building),"월: 휴무; 화, 수, 목, 금, 토, 일: 09:30~17:00",,,,"전화번호: +81 52-652-1111, 홈페이지: https://nagoyaaqua.jp/garden-pier/port-building/",https://www.google.com/maps/place/?q=place_id:ChIJXX4uYAp5A2ARA-5AKHBDmvY,1054,3.9
34,Japan,Nagoya,나고야항 시트레인랜드(Nagoya Port Sea Train Land),"월: 휴무; 화, 수, 목, 금: 12:00~20:00; 토, 일: 10:00~21:00",,,,"전화번호: +81 52-661-1520, 홈페이지: http://www.senyo.co.jp/seatrainland/",https://www.google.com/maps/place/?q=place_id:ChIJ8y5ho6Z5A2ARPeNQkDU8afQ,1030,3.9
35,Japan,Nagoya,린쿠 해변(Rinku Beach),알 수 없음,,,,"전화번호: +81 80-2632-7228, 홈페이지: http://rinku-beach.jp/",https://www.google.com/maps/place/?q=place_id:ChIJ13XwZQB-BGAR9x74TEMXPKo,1014,4.0
36,Japan,Nagoya,옥외전망대 스카이 프롬나드(Sky Promenade),"월, 화, 수, 목, 금, 토, 일: 11:00~22:00",,,,"전화번호: +81 52-527-8877, 홈페이지: http://www.midland-square.com/sky-promenade/",https://www.google.com/maps/place/?q=place_id:ChIJFzn4mt52A2ARiB__8576cz4,1003,4.3
37,Japan,Nagoya,나고야시 시정자료관(Nagoya City Archives and Museum),"월: 휴무; 화, 수, 목, 금, 토, 일: 09:00~17:00",,,,"전화번호: +81 52-953-0051, 홈페이지: http://www.city.nagoya.jp/kurashi/category/19-15-2-9-0-0-0-0-0-0.html",https://www.google.com/maps/place/?q=place_id:ChIJqQkwHC9xA2AR_Y4eVMku55w,943,4.3
38,Japan,Nagoya,Nagoya City Central Wholesale Market,"월, 화, 수, 목, 금, 토, 일: Open 24 hours",,,,"전화번호: +81 52-671-1181, 홈페이지: http://www.city.nagoya.jp/kurashi/category/19-18-0-0-0-0-0-0-0-0.html",https://www.google.com/maps/place/?q=place_id:ChIJI4i5Rld3A2ARsbW0ySdEO8I,858,3.6
39,Japan,Nagoya,나고야 항(Nagoya Port),알 수 없음,,,,"전화번호: +81 52-661-4111, 홈페이지: http://www.port-of-nagoya.jp/",https://www.google.com/maps/place/?q=place_id:ChIJt4YUNqd5A2ARXisk8PnlTDU,831,4.1
40,Japan,Nagoya,Yaba Park,"월, 화, 수, 목, 금, 토, 일: Open 24 hours",,,,"전화번호: +81 52-261-6641, 홈페이지: http://www.city.nagoya.jp/naka/",https://www.google.com/maps/place/?q=place_id:ChIJG2XkfNJwA2ARZx1Fsgn1Ols,786,3.6
41,Japan,Nagoya,Matsuzakaya Art Gallery,"월, 화, 수, 목, 금, 토, 일: 10:00~18:00",,,,"전화번호: +81 52-251-1111, 홈페이지: https://www.matsuzakaya.co.jp/nagoya/museum/",https://www.google.com/maps/place/?q=place_id:ChIJp7G4Ac5wA2ARHD_Bn70RpZs,715,4.1
42,Japan,Nagoya,체감! 시다미 고분 뮤지엄 SHIDAMU 시다뮤(Shidami Kofungun Experience Musium),"월: 휴무; 화, 수, 목, 금, 토, 일: 09:00~17:00",,,,"전화번호: +81 52-739-0520, 홈페이지: http://www.rekishinosato.city.nagoya.jp/",https://www.google.com/maps/place/?q=place_id:ChIJE54S2xBvA2ARtS4Y9LoU0n8,707,4.0
43,Japan,Nagoya,마키노가이케 녹지공원(Makinogaike Green Park),"월, 화, 수, 목, 금, 토, 일: 08:30~19:30",,,,"전화번호: +81 52-701-3089, 홈페이지: http://www.aichi-koen.com/makino/",https://www.google.com/maps/place/?q=place_id:ChIJc892BfxkA2ARfDdyGmXNr6Q,704,4.0
44,Japan,Nagoya,Spaceship-Aqua Observation Deck,"월, 화, 수, 목, 금, 토, 일: 10:00~21:00",,,,"전화번호: +81 52-962-1011, 홈페이지: https://www.sakaepark.co.jp/",https://www.google.com/maps/place/?q=place_id:ChIJQ5TN09ZwA2ARCrOr-ba1EWw,702,4.2
45,Japan,Nagoya,Showa Era Lifestyle Museum,"월: 휴무; 화, 수, 목, 금: 09:00~19:00; 토, 일: 09:00~17:00",,,,"전화번호: +81 568-25-3600, 홈페이지: http://www.city.kitanagoya.lg.jp/rekimin/index.php",https://www.google.com/maps/place/?q=place_id:ChIJod6Hg5R0A2ARuICp7TBsikQ,643,4.4
46,Japan,Nagoya,가리야 시 미술관(Kariya City Art Museum),"월: 휴무; 화, 수, 목, 금, 토, 일: 09:00~17:00",,,,"전화번호: +81 566-23-1636, 홈페이지: http://www.city.kariya.lg.jp/museum/",https://www.google.com/maps/place/?q=place_id:ChIJbWB4ieycBGARCXd3MUkWGzw,636,4.0
47,Japan,Nagoya,Nagoya City Performing Arts Center,"월: 휴무; 화, 수, 목, 금, 토, 일: 09:00~20:00",,,,"전화번호: +81 52-931-1811, 홈페이지: https://www.bunka758.or.jp/facility/geijutsusouzou/",https://www.google.com/maps/place/?q=place_id:ChIJIWxfAN1wA2ARfLHf7wSL2L8,614,3.7
48,Japan,Nagoya,Mazak Corporation,"월: 휴무; 화, 수, 목, 금, 토, 일: 10:00~17:00",,,,"전화번호: +81 52-937-3737, 홈페이지: https://www.mazak-art.com/",https://www.google.com/maps/place/?q=place_id:ChIJYZ3HKd1wA2ARdDWRsYjKLSA,601,4.2
49,Japan,Nagoya,Antarctic Museum and Former Research Ship Fuji,"월: 휴무; 화, 수, 목, 금, 토, 일: 09:30~17:00",,,,"전화번호: +81 52-652-1111, 홈페이지: https://nagoyaaqua.jp/garden-pier/fuji/",https://www.google.com/maps/place/?q=place_id:ChIJGxcnYAp5A2AR817TMEMoYZs,601,4.3
50,Japan,Nagoya,요비쓰기공원(Yobitsugi Park),"월, 화, 수, 목, 금, 토, 일: Open 24 hours",,,,전화번호: +81 52-612-3211,https://www.google.com/maps/place/?q=place_id:ChIJaS2yNbB7A2ARS3ImfLpLUnE,573,3.8
51,Japan,Nagoya,Cultural Path Futaba Museum,"월: 휴무; 화, 수, 목, 금, 토, 일: 10:00~17:00",,,,"전화번호: +81 52-936-3836, 홈페이지: https://www.futabakan.jp/",https://www.google.com/maps/place/?q=place_id:ChIJX1ho6iBxA2ARZYRytSmRstg,557,4.2
52,Japan,Nagoya,Menard Art Museum,"월: 휴무; 화, 수, 목, 금, 토, 일: 10:00~17:00",,,,"전화번호: +81 568-75-5787, 홈페이지: http://museum.menard.co.jp/",https://www.google.com/maps/place/?q=place_id:ChIJEy1_HbUMA2ARepDDwt-H-90,506,4.2
53,Japan,Nagoya,Meijo Park Flower Plaza,"월: 휴무; 화, 수, 목, 금, 토, 일: 09:00~16:30",,,,"전화번호: +81 52-913-0087, 홈페이지: http://www.meijyo-fp.com/",https://www.google.com/maps/place/?q=place_id:ChIJKbyVqMt2A2ARHk4KKV09gQU,490,3.9
54,Japan,Nagoya,아쓰타 신궁 문화전(보물관)(Bunkaden Treasure House),"월, 화, 수, 목, 금, 토, 일: 09:00~16:10",,,,"전화번호: +81 52-671-0852, 홈페이지: https://www.atsutajingu.or.jp/jingu/sp/treasure_guide/",https://www.google.com/maps/place/?q=place_id:ChIJ_1xMbhl6A2ARJ8eRPfV_H7o,486,4.0
55,Japan,Nagoya,시케거리(Shike-michi Townscape Preservation District),"월, 화, 수, 목, 금, 토, 일: Open 24 hours",,,,"전화번호: +81 52-972-2782, 홈페이지: http://shikemichikaiwai.jp/",https://www.google.com/maps/place/?q=place_id:ChIJJTJniNp2A2AROm6YeS1I6v4,472,4.0
56,Japan,Nagoya,Dino Adventure Nagoya,"월: 휴무; 화, 수, 목, 금: 10:00~17:00; 토, 일: 09:00~17:00",,,,"전화번호: +81 52-693-8798, 홈페이지: https://www.dinoadventure.jp/",https://www.google.com/maps/place/?q=place_id:ChIJqwI_uIt9A2ARyA7gV9Eum1o,412,4.2
57,Japan,Nagoya,Sky-Boat,"월, 화, 수, 목, 금, 토, 일: 12:00~22:00",,,,"전화번호: +81 52-310-2211, 홈페이지: https://www.sunshine-sakae.jp/floor/3f/01.html",https://www.google.com/maps/place/?q=place_id:ChIJA_9ectRwA2ARAkXd4E2mSOQ,370,4.1
58,Japan,Nagoya,Higashi Betsuin handmade Morning Market (Eastern Baie twin handmade hemp one),"월, 화, 수, 목, 금, 토, 일: 10:00~14:00",,,,"전화번호: +81 52-331-9576, 홈페이지: https://higashi-asaichi.jp/",https://www.google.com/maps/place/?q=place_id:ChIJ_zEW1bRwA2ARYxSNGy6NqyE,312,4.2
59,Japan,Nagoya,大名古屋食品卸センター,"월, 화, 목, 금, 토: 06:00~12:00; 수, 일: 휴무",,,,전화번호: +81 52-681-5651,https://www.google.com/maps/place/?q=place_id:ChIJrYDQTOB3A2ARtu5XuQf7GqQ,290,4.0
60,Japan,Nagoya,차야가사카 공원(Chayagasaka Park),"월, 화, 수, 목, 금, 토, 일: Open 24 hours",,,,"전화번호: +81 52-781-5211, 홈페이지: http://www.city.nagoya.jp/",https://www.google.com/maps/place/?q=place_id:ChIJWV1fJD5wA2AR-ly6C12g4Ig,285,3.8
61,Japan,Nagoya,문화의길 슈모쿠관(Cultural Path Shumokukan),"월: 휴무; 화, 수, 목, 금, 토, 일: 10:00~17:00",,,,"전화번호: +81 52-939-2850, 홈페이지: https://www.shumokukan.jp/?utm_source=gbp&utm_medium=search",https://www.google.com/maps/place/?q=place_id:ChIJ-6LL4yZxA2AR9tyISZKvrt8,278,4.2
62,Japan,Nagoya,Furukawa Art Museum,"월: 휴무; 화, 수, 목, 금, 토, 일: 10:00~17:00",,,,"전화번호: +81 52-763-1991, 홈페이지: http://www.furukawa-museum.or.jp/",https://www.google.com/maps/place/?q=place_id:ChIJtchnNmRwA2ARlbJZRgyDJN4,261,4.3
63,Japan,Nagoya,Blue Sun Beach,"월, 화, 수, 목, 금, 토, 일: 09:00~17:00",,,,"전화번호: +81 562-56-3980, 홈페이지: http://www.marine-park.jp/beach/index.html",https://www.google.com/maps/place/?q=place_id:ChIJwR7ovP5_BGAR-hkpW17XdQ0,258,4.0
64,Japan,Nagoya,Brother Museum,"월, 화, 수, 목, 금: 10:00~17:00; 토, 일: 휴무",,,,"전화번호: +81 52-824-2227, 홈페이지: https://global.brother/ja/corporate/museum/",https://www.google.com/maps/place/?q=place_id:ChIJlW_nXDh6A2ARZtUzN-T7E10,223,4.2
65,Japan,Nagoya,Children’s Zoo (Petting Zoo),"월: 휴무; 화, 수, 목, 금, 토, 일: 09:00~16:00",,,,"전화번호: +81 52-782-2111, 홈페이지: http://www.higashiyama.city.nagoya.jp/",https://www.google.com/maps/place/?q=place_id:ChIJycP_VzVlA2AROz50tVJnhZE,213,4.0
66,Japan,Nagoya,Tamesaburo Memorial Museum,"월: 휴무; 화, 수, 목, 금, 토, 일: 10:00~17:00",,,,"전화번호: +81 52-763-1991, 홈페이지: https://visitkakuozan.com/",https://www.google.com/maps/place/?q=place_id:ChIJRxtYWmRwA2ARxmBwzwcN2cw,209,4.4
67,Japan,Nagoya,Meito Art Museum,"월: 휴무; 화, 수, 목, 금, 토, 일: 10:00~17:00",,,,"전화번호: +81 561-62-8884, 홈페이지: http://www.meito.hayatele.co.jp/",https://www.google.com/maps/place/?q=place_id:ChIJcUyreLhlA2AR1jljWwlz4ho,209,4.2
68,Japan,Nagoya,아이오야마녹지공원(Aioiyama Ryokuchi Park),"월, 화, 수, 목, 금, 토, 일: Open 24 hours",,,,"전화번호: +81 52-803-6644, 홈페이지: http://www.city.nagoya.jp/ryokuseidoboku/page/0000009519.html",https://www.google.com/maps/place/?q=place_id:ChIJI91w7Ed7A2AR0nJWxPgGl38,199,4.0
69,Japan,Nagoya,Kiyosu city Haruhi Museum of Art,"월: 휴무; 화, 수, 목, 금, 토, 일: 10:00~19:00",,,,"전화번호: +81 52-401-3881, 홈페이지: http://www.museum-kiyosu.jp/",https://www.google.com/maps/place/?q=place_id:ChIJ51Cd60F1A2ARbDMH1ER_xek,184,4.0
70,Japan,Nagoya,가토 기요마사 상(Kato Kiyomasa Statue),"월, 화, 수, 목, 금, 토, 일: Open 24 hours",,,,홈페이지: https://busho-tai.jp/pilgrimage/katokiyomasa/,https://www.google.com/maps/place/?q=place_id:ChIJlTyF6s52A2AR40jZlt6n9bU,179,4.2
71,Japan,Nagoya,Nayabashi Yoichi,알 수 없음,,,,"전화번호: +81 70-5256-8802, 홈페이지: http://natsu1yoichi.blog133.fc2.com/",https://www.google.com/maps/place/?q=place_id:ChIJo5nuONh2A2ARYmLo67vkLtw,147,4.1
72,Japan,Nagoya,Gocho Park,"월, 화, 수, 목, 금, 토, 일: Open 24 hours",,,,전화번호: +81 52-522-8381,https://www.google.com/maps/place/?q=place_id:ChIJkRPoJhN0A2ARiAGVZkROYCg,144,3.8
73,Japan,Nagoya,아이치•나고야 전쟁에 관한 자료관(Aichi - Nagoya War Museum),"월, 화: 휴무; 수, 목, 금, 토, 일: 10:00~16:00",,,,"전화번호: +81 52-957-3090, 홈페이지: http://www.pref.aichi.jp/kenmin-soumu/chosakai/",https://www.google.com/maps/place/?q=place_id:ChIJMX9yhCtxA2ARyrP6IMzjqWc,137,4.2
74,Japan,Nagoya,Japanese Sword Collection Room Nagoya - Marunouchi (Touken Corporation),"월, 화, 수, 목, 금: 09:30~17:30; 토, 일: 휴무",,,,"전화번호: +81 52-262-6000, 홈페이지: https://www.touken-collection-nagoya.jp/",https://www.google.com/maps/place/?q=place_id:ChIJezvPptd3A2ARlsy_vD-aqpo,129,4.4
75,Japan,Nagoya,Yokoyama Museum,"월: 휴무; 화, 수, 목, 금, 토, 일: 10:00~17:00",,,,"전화번호: +81 52-931-0006, 홈페이지: https://www.yokoyama-art-museum.or.jp/",https://www.google.com/maps/place/?q=place_id:ChIJxXeDrN1wA2ARF_KL4HvKnG0,123,4.3
76,Japan,Nagoya,Sky Garden (5F Dai Nagoya Building),"월, 화, 수, 목, 금, 토, 일: 11:00~23:00",,,,전화번호: +81 80-2431-3766,https://www.google.com/maps/place/?q=place_id:ChIJR4hJQM53A2ARwg4uzRWt0IU,110,4.2
77,Japan,Nagoya,마키노 공원(Makino Park),"월, 화, 수, 목, 금, 토, 일: Open 24 hours",,,,,https://www.google.com/maps/place/?q=place_id:ChIJsQOpyOV2A2ARypfTXU_Y1g4,110,3.5
78,Japan,Nagoya,Seto-shi Sinseiki Kogeikan,"월, 수, 목, 금, 토, 일: 10:00~18:00; 화: 휴무",,,,"전화번호: +81 561-97-1001, 홈페이지: https://instagram.com/setoshinseiki?igshid=YmMyMTA2M2Y=",https://www.google.com/maps/place/?q=place_id:ChIJB6L5tHhoA2ARofiP5Kbg8ks,109,3.9
79,Japan,Nagoya,Nagoya City Miharashidai Archeological Museum,"월: 휴무; 화, 수, 목, 금, 토, 일: 09:15~17:00",,,,"전화번호: +81 52-823-3200, 홈페이지: http://www.city.nagoya.jp/kurashi/category/19-15-2-8-0-0-0-0-0-0.html",https://www.google.com/maps/place/?q=place_id:ChIJA1vfMKB7A2ARqueSLVtYSWI,106,4.0
80,Japan,Nagoya,Inaei Park,"월, 화, 수, 목, 금, 토, 일: Open 24 hours",,,,전화번호: +81 52-661-1581 ,https://maps.app.goo.gl/wR1adNcTgbfDyQYt5,848,3.7
81,Japan,Nagoya,쓰루마 공원(鶴舞公園),"월, 화, 수, 목, 금, 토, 일: Open 24 hours",,,,전화번호: +81 52-733-8340 홈페이지: https://tsurumapark.info/,https://maps.app.goo.gl/Gd4d9H8CjcBTKmGg9,7104,4.2
82,Japan,Nagoya,미들랜드 스퀘어(Midland Square),"월, 화, 수, 목, 금, 토, 일: 11:00~20:00",,,,"전화번호: +81 52-527-8877, 홈페이지: https://www.midland-square.com/",https://www.google.com/maps/place/?q=place_id:ChIJLxoOuN12A2ARqQKdP2OW-_k,9584,3.9
83,Japan,Nagoya,플라이트 오브 드림즈(FLIGHT OF DREAMS),"월, 화, 수, 목, 금, 토, 일: 10:00~17:00",,,,"전화번호: +81 569-38-1195, 홈페이지: https://www.centrair.jp/service/flightofdreams.html",https://www.google.com/maps/place/?q=place_id:ChIJg-2hs1h9BGARsG7AQ7AkxTI,5234,4.2
84,Japan,Nagoya,나고야 호빵맨 박물관(Nagoya Anpanman Children's Museum & Park),"월, 화, 수, 목, 금, 토, 일: 10:00~17:00",,,,"전화번호: +81 594-45-8877, 홈페이지: http://www.nagoya-anpanman.jp/",https://www.google.com/maps/place/?q=place_id:ChIJd49qcIyEA2ARmkauC95jTi0,2775,4.0
85,Japan,Nagoya,Togokusan Fruits Park,"월: 휴무; 화, 수, 목, 금, 토, 일: 09:00~16:30",,,,"전화번호: +81 52-736-3344, 홈페이지: http://www.fruitpark.org/",https://www.google.com/maps/place/?q=place_id:ChIJJbaEK8ZuA2ARcxjo7phfbT4,1937,3.9
86,Japan,Nagoya,Koijigahama Beach,"월, 화, 수, 목, 금, 토, 일: Open 24 hours",,,,"전화번호: +81 531-23-3516, 홈페이지: http://www.taharakankou.gr.jp/",https://www.google.com/maps/place/?q=place_id:ChIJaz5Fn6nlBGAR9GTun1bikyE,1329,4.0
