data id_info,nation,region,name,operationTime,expense,infoTitle,infoContent,information,map_url,popurality,rating
29,China,Beijing,Badaling Cableway,,,,,웹사이트: http://www.badaling.cn/Tours.asp?Sid=131,https://www.google.com/maps/place/?q=place_id:ChIJ46bGEHqT8DUR0pqP-53fwmw,146,4.5
30,China,Beijing,Changpuhe Park （West Gate 2）,,,,,웹사이트: https://www.chinadaily.com.cn/beijing/2013-01/08/content_16031549.htm,https://www.google.com/maps/place/?q=place_id:ChIJZf-P6cdS8DURwgfaR36xS4A,144,4.5
31,China,Beijing,Beijing World Park,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJJ6QzBQVJ8DURn8CC50EdEBY,133,4.1
32,China,Beijing,Liulichang,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ99kgh4FS8DURF-GXLBb12vI,124,4.4
33,China,Beijing,China Science and Technology Museum,"월: 휴무; 화, 수, 목, 금, 토, 일: 09:30~17:00",,,,국제 전화번호: +86 10 5904 1000 웹사이트: http://www.cstm.org.cn/,https://www.google.com/maps/place/?q=place_id:ChIJJR5eYiBV8DURE9gRWKtgqcs,118,4.3
34,China,Beijing,Temple of the Sun,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJK6-klx-t8TUR7IGNPPvwBvU,117,4.3
35,China,Beijing,司马台长城,,,,,국제 전화번호: +86 10 6903 1057,https://www.google.com/maps/place/?q=place_id:ChIJYdpzAEAc9DUR6laC2Tx98JI,100,4.7
36,China,Beijing,The Great Wall Museum of China,,,,,국제 전화번호: +86 10 6912 1890,https://www.google.com/maps/place/?q=place_id:ChIJq3D9kWWT8DURKE8G_VP4bBc,99,4.6
37,China,Beijing,Huangshicheng,,,,,국제 전화번호: +86 10 6525 0126,https://www.google.com/maps/place/?q=place_id:ChIJ97ULFMdS8DUR3bdGsmMSn2Q,99,4.2
38,China,Beijing,Military Museum of the Chinese People's Revolution,,,,,국제 전화번호: +86 10 6686 6244,https://www.google.com/maps/place/?q=place_id:ChIJR8XDrwNO8DUR4CeCLTRvXfQ,96,4.2
39,China,Beijing,태묘(Imperial Ancestral Temple),"월, 화, 수, 목, 금, 토, 일: 06:30~19:30",,,,국제 전화번호: +86 10 6525 2189 웹사이트: http://www.bjwhg.com.cn/,https://www.google.com/maps/place/?q=place_id:ChIJa7XVEMFS8DURme3TRoW0fSU,95,4.3
40,China,Beijing,紫竹院公园,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJtYD8YodR8DURIh-Soio2RXg,92,4.4
41,China,Beijing,Houhai,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJWzrHjBBT8DURAnQfmguegDg,91,4.3
42,China,Beijing,Beijing Botanical Garden,,,,,국제 전화번호: +86 10 6259 1283,https://www.google.com/maps/place/?q=place_id:ChIJjx1Ts-NS8DURNmPwwT0uVAE,86,4.6
43,China,Beijing,Badaling Wildlife World,"월, 화, 수, 목, 금, 토, 일: 08:00~17:00",,,,국제 전화번호: +86 10 6912 2591,https://www.google.com/maps/place/?q=place_id:ChIJQyMs5JyT8DURBei8G7wxP9c,85,4.2
44,China,Beijing,Grand View Garden,"월, 화, 수, 목, 금, 토, 일: 07:30~17:00",,,,국제 전화번호: +86 10 6354 4994,https://www.google.com/maps/place/?q=place_id:ChIJIWeaNrdN8DUR4dZzquclVFk,80,4.2
45,China,Beijing,Cultural Palace of Nationalities,"월: 휴무; 화, 수, 목, 금, 토, 일: 09:00~17:00",,,,국제 전화번호: +86 10 8319 5500 웹사이트: http://www.cpon.cn/,https://www.google.com/maps/place/?q=place_id:ChIJzdExImNS8DUR7fnnVC4MnAc,70,4.3
46,China,Beijing,Long Corridor,,,,,웹사이트: http://www.summerpalace-china.com/,https://www.google.com/maps/place/?q=place_id:ChIJt9mwqtRQ8DURvdfRvRrKizQ,69,4.5
47,China,Beijing,Beijing Museum of Natural History,,,,,국제 전화번호: +86 10 6702 4431,https://www.google.com/maps/place/?q=place_id:ChIJwzc9XVxN8DURhGBGVkVGaDw,60,3.8
48,China,Beijing,Today Art Museum,,,,,국제 전화번호: +86 10 5876 0600 웹사이트: http://www.todayartmuseum.com/,https://www.google.com/maps/place/?q=place_id:ChIJHbQen6et8TURUIIVoA_ywUI,55,4.1
49,China,Beijing,Beijing Ming City Wall Ruins Park,,,,,국제 전화번호: +86 10 6527 0574,https://www.google.com/maps/place/?q=place_id:ChIJbT49FTmt8TURgYBPB9pRSgE,50,4.2
50,China,Beijing,Yanqi Lake,,,,,국제 전화번호: +86 10 6966 1696 웹사이트: http://www.yanqihu.com/,https://www.google.com/maps/place/?q=place_id:ChIJPQm6FDE68TURcrZ0edw76iU,48,4.1
51,China,Beijing,Haidian Park,,,,,국제 전화번호: +86 10 6285 0569,https://www.google.com/maps/place/?q=place_id:ChIJb3wfsjVR8DUR2Sdub31c-LM,48,4.3
52,China,Beijing,저우커우뎬(Zhoukoudian Site Museum),,,,,국제 전화번호: +86 10 5323 0037 웹사이트: https://www.zkd.cn/,https://www.google.com/maps/place/?q=place_id:ChIJrTzyuw4a8DUREsC26mXxp9Q,47,4.4
53,China,Beijing,Paleozoological Museum of China,,,,,국제 전화번호: +86 10 8836 9280 웹사이트: http://www.paleozoo.cn/,https://www.google.com/maps/place/?q=place_id:ChIJiTc1VC5S8DURXrqs8l0pANM,45,4.4
54,China,Beijing,Dongdan Gongyuan,,,,,웹사이트: https://v.qq.com/x/page/t051489zqg7.html,https://www.google.com/maps/place/?q=place_id:ChIJz4Tr47ZS8DURuqbGpJ5wX6k,42,4.1
55,China,Beijing,China Railway Museum,,,,,국제 전화번호: +86 10 6438 1517 웹사이트: http://www.china-rail.org.cn/,https://www.google.com/maps/place/?q=place_id:ChIJhWLCAIqp8TUR84jXIzSjbsM,41,3.9
56,China,Beijing,Red-brick Art Gallery,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJg2-4_MUA8TURtHfKM6mXQok,40,4.6
57,China,Beijing,China Aviation Museum,,,,,국제 전화번호: +86 10 6178 4882,https://www.google.com/maps/place/?q=place_id:ChIJ6xWWhd388DURNthZWuPX8Ts,39,4.2
58,China,Beijing,Baiwangshan Forest Park,,,,,국제 전화번호: +86 10 6288 4508,https://www.google.com/maps/place/?q=place_id:ChIJ39lkbw9X8DURTv5eWp-c0NI,36,4.4
59,China,Beijing,Beijing Wildlife Park,,,,,국제 전화번호: +86 10 8921 6666,https://www.google.com/maps/place/?q=place_id:ChIJySzCndsr8DUR4lPQiWXA24k,35,4.3
60,China,Beijing,Beijing International Sculpture Park,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJk2oM5pRP8DURdxFOo5t7GeU,34,4.2
61,China,Beijing,Houhai Park,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ1xkgZgVT8DURL7E8OZx36MY,34,4.6
62,China,Beijing,Beijing Railway Station,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ02zqLzat8TURqiRajefMDfY,33,4.4
63,China,Beijing,玉渊潭公园,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJDVjj3P5R8DURVv-CWXtVt7s,31,4.6
64,China,Beijing,The Central Academy of Fine Arts,,,,,국제 전화번호: +86 10 6477 1575 웹사이트: https://www.cafamuseum.org/,https://www.google.com/maps/place/?q=place_id:ChIJP62PygCr8TURhaHtJipjp9E,30,4.3
